,gene_id,gene_name,disease,disease_ontology_id,ct_marker_evidence,disease_evidence,disease_ct_evidence,bulk_disease_evidence,genetic_evidence_OT,is_hvg_normal,is_hvg_disease,ti_uid,indication_mesh_id,indication_mesh_term,combined_max_phase,succ_p_1,succ_1_2,succ_2_3,succ_3_a,target_status,MONDO,genetic_evidence_minikel
142519,ENSG00000124731,TREM1,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,TREM1-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
142523,ENSG00000125538,IL1B,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,IL1B-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
142535,ENSG00000131747,TOP2A,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,TOP2A-D000086382,D000086382,COVID-19,Phase I,True,False,False,False,unsupported target,,0.0
142536,ENSG00000131759,RARA,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,RARA-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
142537,ENSG00000131981,LGALS3,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,LGALS3-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
142543,ENSG00000134460,IL2RA,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,IL2RA-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
142544,ENSG00000134545,KLRC1,COVID-19,MONDO_0100096,1.0,0.0,0.0,0.0,0.0,1.0,1.0,KLRC1-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
142546,ENSG00000134853,PDGFRA,COVID-19,MONDO_0100096,1.0,0.0,0.0,0.0,0.0,1.0,1.0,PDGFRA-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142550,ENSG00000136244,IL6,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,IL6-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
142556,ENSG00000136869,TLR4,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,TLR4-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
142562,ENSG00000137462,TLR2,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,TLR2-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
142582,ENSG00000142166,IFNAR1,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,IFNAR1-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
142602,ENSG00000148926,ADM,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,ADM-D000086382,D000086382,COVID-19,Phase I,True,False,False,False,unsupported target,,0.0
142605,ENSG00000150594,ADRA2A,COVID-19,MONDO_0100096,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ADRA2A-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
142616,ENSG00000156113,KCNMA1,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,1.0,1.0,1.0,KCNMA1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142619,ENSG00000157404,KIT,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,KIT-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142621,ENSG00000159110,IFNAR2,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,1.0,1.0,1.0,IFNAR2-D000086382,D000086382,COVID-19,Launched,True,True,True,True,genetically supported target,,1.0
142628,ENSG00000160712,IL6R,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,IL6R-D000086382,D000086382,COVID-19,Launched,True,True,True,True,unsupported target,,0.0
142638,ENSG00000162711,NLRP3,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,NLRP3-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142654,ENSG00000165025,SYK,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,SYK-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
142661,ENSG00000167601,AXL,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,AXL-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142670,ENSG00000169083,AR,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,AR-D000086382,D000086382,COVID-19,Launched,True,True,True,True,unsupported target,,0.0
142678,ENSG00000169429,CXCL8,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CXCL8-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
142686,ENSG00000170989,S1PR1,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,S1PR1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142690,ENSG00000171608,PIK3CD,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,PIK3CD-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142694,ENSG00000172572,PDE3A,COVID-19,MONDO_0100096,1.0,0.0,0.0,0.0,0.0,1.0,1.0,PDE3A-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142700,ENSG00000174175,SELP,COVID-19,MONDO_0100096,1.0,0.0,0.0,1.0,0.0,1.0,1.0,SELP-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142710,ENSG00000180739,S1PR5,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,S1PR5-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142722,ENSG00000184588,PDE4B,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,PDE4B-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142735,ENSG00000186716,BCR,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,BCR-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
142752,ENSG00000196664,TLR7,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,TLR7-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142756,ENSG00000197122,SRC,COVID-19,MONDO_0100096,1.0,0.0,0.0,1.0,0.0,1.0,1.0,SRC-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
142757,ENSG00000197405,C5AR1,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,C5AR1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142764,ENSG00000198223,CSF2RA,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,CSF2RA-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
142769,ENSG00000198793,MTOR,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,MTOR-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
142771,ENSG00000198851,CD3E,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,CD3E-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142791,ENSG00000239732,TLR9,COVID-19,MONDO_0100096,1.0,0.0,0.0,0.0,0.0,1.0,1.0,TLR9-D000086382,D000086382,COVID-19,Launched,True,True,True,True,unsupported target,,0.0
142794,ENSG00000254087,LYN,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,LYN-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142850,ENSG00000004487,KDM1A,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,KDM1A-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
142886,ENSG00000005381,MPO,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,MPO-D000086382,D000086382,COVID-19,Phase I,True,False,False,False,unsupported target,,0.0
143050,ENSG00000011422,PLAUR,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,PLAUR-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
143133,ENSG00000019991,HGF,COVID-19,MONDO_0100096,0.0,0.0,0.0,1.0,0.0,1.0,1.0,HGF-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
143183,ENSG00000026025,VIM,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,VIM-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
143187,ENSG00000026508,CD44,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CD44-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
143314,ENSG00000044574,HSPA5,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,HSPA5-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
143462,ENSG00000057252,SOAT1,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,SOAT1-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
143503,ENSG00000060491,OGFR,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,OGFR-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
143583,ENSG00000064989,CALCRL,COVID-19,MONDO_0100096,0.0,0.0,0.0,1.0,0.0,1.0,1.0,CALCRL-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
143668,ENSG00000067182,TNFRSF1A,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,TNFRSF1A-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
143737,ENSG00000069535,MAOB,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,MAOB-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
144112,ENSG00000081041,CXCL2,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,CXCL2-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
144319,ENSG00000088053,GP6,COVID-19,MONDO_0100096,1.0,0.0,0.0,1.0,0.0,1.0,1.0,GP6-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
144577,ENSG00000096717,SIRT1,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,SIRT1-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
144675,ENSG00000100097,LGALS1,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,LGALS1-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
144868,ENSG00000100906,NFKBIA,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,NFKBIA-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
144890,ENSG00000101017,CD40,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,CD40-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
145020,ENSG00000101916,TLR8,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,TLR8-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
145431,ENSG00000105329,TGFB1,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,TGFB1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
145533,ENSG00000105835,NAMPT,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,NAMPT-D000086382,D000086382,COVID-19,Phase I,True,False,False,False,unsupported target,,0.0
145566,ENSG00000106018,VIPR2,COVID-19,MONDO_0100096,1.0,0.0,0.0,0.0,0.0,1.0,1.0,VIPR2-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
145609,ENSG00000106366,SERPINE1,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,SERPINE1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
145628,ENSG00000106546,AHR,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,AHR-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
145741,ENSG00000107854,TNKS2,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,TNKS2-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
145910,ENSG00000109320,NFKB1,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,NFKB1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
145911,ENSG00000109321,AREG,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,AREG-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
146450,ENSG00000114812,VIPR1,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,VIPR1-D000086382,D000086382,COVID-19,Launched,True,True,True,True,unsupported target,,0.0
146472,ENSG00000115053,NCL,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,NCL-D000086382,D000086382,COVID-19,Phase I,True,False,False,False,unsupported target,,0.0
146559,ENSG00000115607,IL18RAP,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,IL18RAP-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
147180,ENSG00000121966,CXCR4,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CXCR4-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
147258,ENSG00000122861,PLAU,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,PLAU-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
147311,ENSG00000123384,LRP1,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,LRP1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
147554,ENSG00000125735,TNFSF14,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,TNFSF14-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
147635,ENSG00000126262,FFAR2,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,FFAR2-D000086382,D000086382,COVID-19,Phase I,True,False,False,False,unsupported target,,0.0
147907,ENSG00000129521,EGLN3,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,EGLN3-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
148118,ENSG00000131238,PPT1,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PPT1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
148489,ENSG00000134318,ROCK2,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ROCK2-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
148586,ENSG00000135047,CTSL,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,CTSL-D000086382,D000086382,COVID-19,Phase I,True,False,False,False,unsupported target,,0.0
148593,ENSG00000135077,HAVCR2,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,HAVCR2-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
148625,ENSG00000135318,NT5E,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,NT5E-D000086382,D000086382,COVID-19,Phase I,True,False,False,False,unsupported target,,0.0
149186,ENSG00000138798,EGF,COVID-19,MONDO_0100096,1.0,0.0,0.0,0.0,0.0,1.0,1.0,EGF-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
149567,ENSG00000142192,APP,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,APP-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
149569,ENSG00000142208,AKT1,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,AKT1-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
149701,ENSG00000143384,MCL1,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,MCL1-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
149775,ENSG00000143799,PARP1,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,PARP1-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
149948,ENSG00000145335,SNCA,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,SNCA-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
150226,ENSG00000148180,GSN,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,GSN-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
150316,ENSG00000149131,SERPING1,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,SERPING1-D000086382,D000086382,COVID-19,Phase I,True,False,False,False,unsupported target,,0.0
150406,ENSG00000150093,ITGB1,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,ITGB1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
150677,ENSG00000153208,MERTK,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,MERTK-D000086382,D000086382,COVID-19,Phase I,True,False,False,False,unsupported target,,0.0
150976,ENSG00000156738,MS4A1,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,MS4A1-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
151226,ENSG00000159339,PADI4,COVID-19,MONDO_0100096,0.0,0.0,0.0,1.0,0.0,1.0,1.0,PADI4-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
151383,ENSG00000160932,LY6E,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,LY6E-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
151630,ENSG00000162909,CAPN2,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CAPN2-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
151818,ENSG00000163734,CXCL3,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,CXCL3-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
151821,ENSG00000163737,PF4,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,PF4-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
151823,ENSG00000163739,CXCL1,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,CXCL1-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
152641,ENSG00000167748,KLK1,COVID-19,MONDO_0100096,1.0,0.0,0.0,0.0,0.0,1.0,1.0,KLK1-D000086382,D000086382,COVID-19,Phase III,True,True,True,False,unsupported target,,0.0
152731,ENSG00000168229,PTGDR,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,PTGDR-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
152810,ENSG00000168685,IL7R,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,IL7R-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
152909,ENSG00000169245,CXCL10,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,CXCL10-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
153531,ENSG00000173273,TNKS,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,TNKS-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
153636,ENSG00000174130,TLR6,COVID-19,MONDO_0100096,0.0,0.0,0.0,1.0,0.0,1.0,1.0,TLR6-D000086382,D000086382,COVID-19,Phase I,True,False,False,False,unsupported target,,0.0
153884,ENSG00000176170,SPHK1,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,SPHK1-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
154156,ENSG00000178562,CD28,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,CD28-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
154300,ENSG00000179921,GPBAR1,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,GPBAR1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
154425,ENSG00000181163,NPM1,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,NPM1-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
154578,ENSG00000182578,CSF1R,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,CSF1R-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
154746,ENSG00000183813,CCR4,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,CCR4-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
154796,ENSG00000184216,IRAK1,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,IRAK1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
155104,ENSG00000186318,BACE1,COVID-19,MONDO_0100096,0.0,0.0,0.0,0.0,0.0,1.0,1.0,BACE1-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
155404,ENSG00000188822,CNR2,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,CNR2-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
155415,ENSG00000188906,LRRK2,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,LRRK2-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
155478,ENSG00000189430,NCR1,COVID-19,MONDO_0100096,1.0,1.0,1.0,0.0,0.0,1.0,1.0,NCR1-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
155548,ENSG00000196396,PTPN1,COVID-19,MONDO_0100096,0.0,1.0,0.0,1.0,0.0,1.0,1.0,PTPN1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
155722,ENSG00000197249,SERPINA1,COVID-19,MONDO_0100096,1.0,1.0,0.0,1.0,0.0,1.0,1.0,SERPINA1-D000086382,D000086382,COVID-19,Preclinical,False,False,False,False,unsupported target,,0.0
156697,ENSG00000213903,LTB4R,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,LTB4R-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
157114,ENSG00000239961,LILRA4,COVID-19,MONDO_0100096,1.0,0.0,0.0,0.0,0.0,1.0,1.0,LILRA4-D000086382,D000086382,COVID-19,Phase I,True,False,False,False,unsupported target,,0.0
157850,ENSG00000276045,ORAI1,COVID-19,MONDO_0100096,0.0,1.0,1.0,0.0,0.0,1.0,1.0,ORAI1-D000086382,D000086382,COVID-19,Phase II,True,True,False,False,unsupported target,,0.0
158029,ENSG00000073756,PTGS2,benign prostatic hyperplasia,MONDO_0010811,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PTGS2-D011470,D011470,Prostatic Hyperplasia,Preclinical,False,False,False,False,unsupported target,MONDO_0010811,0.0
158046,ENSG00000120907,ADRA1A,benign prostatic hyperplasia,MONDO_0010811,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ADRA1A-D011470,D011470,Prostatic Hyperplasia,Launched,True,True,True,True,unsupported target,MONDO_0010811,0.0
158054,ENSG00000133019,CHRM3,benign prostatic hyperplasia,MONDO_0010811,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CHRM3-D011470,D011470,Prostatic Hyperplasia,Phase II,True,True,False,False,unsupported target,MONDO_0010811,0.0
158062,ENSG00000138735,PDE5A,benign prostatic hyperplasia,MONDO_0010811,0.0,0.0,0.0,0.0,0.0,1.0,1.0,PDE5A-D011470,D011470,Prostatic Hyperplasia,Launched,True,True,True,True,unsupported target,MONDO_0010811,0.0
158063,ENSG00000140009,ESR2,benign prostatic hyperplasia,MONDO_0010811,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ESR2-D011470,D011470,Prostatic Hyperplasia,Phase II,True,True,False,False,unsupported target,MONDO_0010811,0.0
158067,ENSG00000142515,KLK3,benign prostatic hyperplasia,MONDO_0010811,1.0,0.0,0.0,0.0,1.0,1.0,1.0,KLK3-D011470,D011470,Prostatic Hyperplasia,Launched,True,True,True,True,unsupported target,MONDO_0010811,0.0
158079,ENSG00000169083,AR,benign prostatic hyperplasia,MONDO_0010811,0.0,0.0,0.0,0.0,0.0,1.0,1.0,AR-D011470,D011470,Prostatic Hyperplasia,Launched,True,True,True,True,unsupported target,MONDO_0010811,0.0
158090,ENSG00000181072,CHRM2,benign prostatic hyperplasia,MONDO_0010811,0.0,0.0,0.0,0.0,0.0,1.0,1.0,CHRM2-D011470,D011470,Prostatic Hyperplasia,Phase II,True,True,False,False,unsupported target,MONDO_0010811,0.0
159835,ENSG00000091831,ESR1,benign prostatic hyperplasia,MONDO_0010811,0.0,0.0,0.0,0.0,0.0,1.0,1.0,ESR1-D011470,D011470,Prostatic Hyperplasia,Preclinical,False,False,False,False,unsupported target,MONDO_0010811,0.0
165338,ENSG00000144481,TRPM8,benign prostatic hyperplasia,MONDO_0010811,0.0,0.0,0.0,0.0,0.0,1.0,1.0,TRPM8-D011470,D011470,Prostatic Hyperplasia,Phase I,True,False,False,False,unsupported target,MONDO_0010811,0.0
